Borrower_ID,Age,Gender,Employment_Type,Monthly_Income,Num_Dependents,Loan_ID,Loan_Amount,Loan_Tenure,Interest_Rate,Loan_Type,Collateral_Value,Outstanding_Loan_Amount,Monthly_EMI,Payment_History,Num_Missed_Payments,Days_Past_Due,Recovery_Status,Collection_Attempts,Collection_Method,Legal_Action_Taken
BRW_317,24,Female,Business Owner,120111,3,LN_317,446210,72,11.3,Home,636433.0162450070,74861.22741737590,1039.74,On-Time,2,120,Partially Recovered,2,Settlement Offer,No
BRW_318,55,Male,Self-Employed,201898,0,LN_318,828799,60,14.02,Personal,0.0,363235.43256132300,6053.92,On-Time,1,122,Partially Recovered,6,Debt Collectors,No
BRW_319,37,Male,Salaried,182523,0,LN_319,1486564,36,12.19,Business,1663714.9245221400,1246469.3203586800,34624.15,Delayed,3,112,Partially Recovered,8,Settlement Offer,No
BRW_320,64,Female,Self-Employed,153299,1,LN_320,1460295,60,7.81,Personal,0.0,155416.09166618300,2590.27,Missed,2,87,Fully Recovered,0,Settlement Offer,No
BRW_321,48,Male,Salaried,177982,3,LN_321,838245,72,7.71,Home,1110512.8001093500,428391.4222502320,5949.88,Missed,0,0,Partially Recovered,1,Legal Notice,No
BRW_322,50,Male,Salaried,51041,0,LN_322,929459,24,8.85,Personal,0.0,368351.62265413800,15347.98,Delayed,2,47,Fully Recovered,3,Calls,No
BRW_323,49,Male,Salaried,103920,3,LN_323,134381,24,16.84,Personal,0.0,19785.390216420300,824.39,On-Time,2,13,Fully Recovered,3,Legal Notice,No
BRW_324,26,Male,Self-Employed,80681,3,LN_324,1872744,24,12.12,Home,2226337.737735130,946133.9740035820,39422.25,On-Time,0,0,Fully Recovered,2,Legal Notice,No
BRW_325,55,Male,Salaried,249386,3,LN_325,891708,60,14.54,Business,938020.0686485060,293616.1142896300,4893.6,On-Time,2,64,Fully Recovered,0,Debt Collectors,No
BRW_326,61,Male,Self-Employed,96571,1,LN_326,1926251,48,9.51,Personal,0.0,802661.7626411800,16722.12,Missed,3,122,Fully Recovered,3,Legal Notice,No
BRW_327,57,Male,Salaried,211553,2,LN_327,243984,48,10.3,Personal,0.0,179341.36007024200,3736.28,On-Time,1,29,Fully Recovered,1,Calls,No
BRW_328,44,Female,Salaried,214648,2,LN_328,1158848,72,6.63,Personal,0.0,659843.2831429310,9164.49,On-Time,0,0,Fully Recovered,0,Settlement Offer,No
BRW_329,49,Male,Salaried,142556,0,LN_329,1594492,60,7.23,Personal,0.0,338323.59551464800,5638.73,Delayed,2,16,Fully Recovered,2,Legal Notice,No
BRW_330,51,Male,Salaried,210246,3,LN_330,1795987,24,15.76,Personal,0.0,1733617.9145906500,72234.08,On-Time,3,102,Fully Recovered,3,Settlement Offer,No
BRW_331,55,Male,Business Owner,41160,1,LN_331,1046358,36,12.6,Home,776228.330478418,703487.0852878590,19541.31,On-Time,1,125,Partially Recovered,10,Legal Notice,No
BRW_332,53,Male,Salaried,32633,3,LN_332,788096,36,9.39,Personal,0.0,622029.6585118450,17278.6,Delayed,1,18,Written Off,0,Settlement Offer,Yes
BRW_333,41,Male,Self-Employed,240952,3,LN_333,303091,36,15.44,Personal,0.0,51917.01356426840,1442.14,On-Time,1,147,Partially Recovered,0,Legal Notice,No
BRW_334,52,Female,Salaried,32014,1,LN_334,902050,60,8.2,Auto,835296.0624364960,128409.11007271900,2140.15,On-Time,1,161,Written Off,7,Debt Collectors,Yes
BRW_335,43,Female,Self-Employed,95532,2,LN_335,314064,72,17.69,Personal,0.0,36903.539241720900,512.55,Delayed,3,175,Partially Recovered,6,Settlement Offer,No
BRW_336,53,Male,Salaried,64104,3,LN_336,1204697,36,9.48,Personal,0.0,325165.3389889270,9032.37,Delayed,0,0,Fully Recovered,3,Legal Notice,No
BRW_337,23,Female,Self-Employed,187693,3,LN_337,520435,48,9.39,Personal,0.0,246148.87101996300,5128.1,Missed,2,13,Partially Recovered,10,Legal Notice,No
BRW_338,38,Female,Self-Employed,92231,2,LN_338,651160,60,9.05,Home,955735.4178187220,613551.2905239240,10225.85,On-Time,2,38,Partially Recovered,1,Debt Collectors,No
BRW_339,45,Male,Salaried,83388,1,LN_339,1966140,36,6.59,Personal,0.0,1005392.950621930,27927.58,On-Time,3,38,Fully Recovered,3,Debt Collectors,No
BRW_340,62,Female,Salaried,31014,0,LN_340,314237,24,6.44,Home,363812.720743432,113511.70419225300,4729.65,Delayed,1,144,Fully Recovered,3,Debt Collectors,No
BRW_341,51,Female,Self-Employed,107578,2,LN_341,325049,48,13.43,Personal,0.0,196895.74299918200,4101.99,On-Time,2,77,Partially Recovered,1,Settlement Offer,No
BRW_342,23,Male,Business Owner,179827,0,LN_342,696047,12,16.38,Home,740869.2112988130,139725.2545762870,11643.77,On-Time,1,21,Fully Recovered,0,Settlement Offer,No
BRW_343,60,Male,Salaried,55390,0,LN_343,467567,72,15.28,Personal,0.0,303243.0568455740,4211.71,Delayed,0,0,Partially Recovered,5,Debt Collectors,No
BRW_344,44,Female,Self-Employed,38711,2,LN_344,1391701,12,6.83,Home,1994247.1687042600,851148.6873463440,70929.06,On-Time,3,63,Fully Recovered,1,Calls,No
BRW_345,52,Female,Business Owner,106658,3,LN_345,1958911,36,12.09,Auto,2128379.87950385,1592190.578555630,44227.52,On-Time,0,0,Fully Recovered,0,Calls,No
BRW_346,42,Male,Self-Employed,72993,0,LN_346,1955829,48,6.37,Home,2006841.9459137900,1932395.9202671800,40258.25,On-Time,3,30,Fully Recovered,1,Legal Notice,No
BRW_347,43,Female,Business Owner,220768,0,LN_347,1469920,72,5.59,Personal,0.0,478879.54019045100,6651.1,On-Time,1,142,Fully Recovered,2,Calls,No
BRW_348,22,Female,Self-Employed,173285,1,LN_348,132289,24,13.53,Personal,0.0,73908.64799834080,3079.53,On-Time,1,106,Fully Recovered,2,Legal Notice,No
BRW_349,47,Female,Salaried,203856,3,LN_349,690794,24,11.96,Personal,0.0,634134.2925434570,26422.26,On-Time,3,155,Partially Recovered,6,Settlement Offer,No
BRW_350,62,Female,Salaried,22421,0,LN_350,1701377,12,6.07,Personal,0.0,1372451.3089907100,114370.94,Delayed,2,152,Partially Recovered,9,Settlement Offer,No
BRW_351,22,Female,Salaried,233008,1,LN_351,1511666,24,5.45,Personal,0.0,814282.5829248670,33928.44,Missed,4,158,Partially Recovered,8,Calls,No
BRW_352,46,Male,Self-Employed,245145,3,LN_352,1804867,24,17.87,Auto,2272888.6052023900,1716129.7838127500,71505.41,On-Time,1,57,Fully Recovered,2,Settlement Offer,No
BRW_353,37,Male,Self-Employed,32727,2,LN_353,1499466,48,5.39,Personal,0.0,227188.62829278900,4733.1,On-Time,1,133,Partially Recovered,7,Debt Collectors,No
BRW_354,60,Female,Salaried,127418,2,LN_354,1411236,24,10.78,Home,1711357.3774761000,1323596.4912798400,55149.85,On-Time,0,0,Fully Recovered,3,Debt Collectors,No
BRW_355,53,Female,Self-Employed,19358,1,LN_355,309480,12,11.56,Home,214519.15940224200,45015.92501516790,3751.33,On-Time,1,97,Fully Recovered,0,Calls,No
BRW_356,29,Male,Self-Employed,80108,2,LN_356,1884907,60,6.52,Home,1830825.765902680,1116947.3889834800,18615.79,Delayed,3,115,Fully Recovered,0,Calls,No
BRW_357,63,Male,Salaried,109018,0,LN_357,1814622,36,7.2,Personal,0.0,1635694.5605492600,45435.96,Delayed,2,113,Fully Recovered,1,Legal Notice,No
BRW_358,59,Female,Salaried,139457,3,LN_358,1586643,36,9.57,Auto,1543034.819741600,533824.2114494430,14828.45,Delayed,2,76,Fully Recovered,3,Settlement Offer,No
BRW_359,49,Male,Salaried,178189,0,LN_359,1429932,36,14.9,Personal,0.0,750748.1165342840,20854.11,On-Time,0,0,Fully Recovered,3,Legal Notice,No
BRW_360,62,Female,Salaried,234772,0,LN_360,183498,72,11.59,Auto,161152.44209812300,71912.1305974876,998.78,On-Time,2,150,Partially Recovered,3,Legal Notice,No
BRW_361,46,Female,Salaried,46910,2,LN_361,1352600,24,13.29,Auto,1375991.1639591400,1294342.8760137300,53930.95,On-Time,2,109,Partially Recovered,6,Debt Collectors,No
BRW_362,55,Female,Salaried,141888,0,LN_362,1753834,72,17.81,Auto,1601438.7997853900,1475467.2832253700,20492.6,On-Time,3,78,Fully Recovered,2,Debt Collectors,No
BRW_363,45,Male,Salaried,244104,2,LN_363,1188585,60,14.98,Home,831231.5586031060,877296.2052058780,14621.6,Delayed,2,145,Fully Recovered,3,Debt Collectors,No
BRW_364,44,Male,Salaried,70754,3,LN_364,773858,12,10.65,Personal,0.0,486651.66014719500,40554.31,Missed,0,0,Fully Recovered,3,Debt Collectors,No
BRW_365,33,Male,Salaried,208510,3,LN_365,473159,72,10.8,Personal,0.0,396759.25140034200,5510.55,On-Time,0,0,Fully Recovered,3,Legal Notice,No
BRW_366,27,Male,Salaried,124847,0,LN_366,771755,36,13.04,Home,704123.3983866710,349636.14556790500,9712.12,Delayed,2,158,Partially Recovered,1,Debt Collectors,No
BRW_367,56,Male,Self-Employed,175443,1,LN_367,94816,12,13.65,Personal,0.0,47673.16902436270,3972.76,On-Time,1,15,Fully Recovered,2,Settlement Offer,No
BRW_368,40,Male,Salaried,197573,2,LN_368,54138,60,11.51,Auto,30981.929387716600,40982.549858288100,683.04,On-Time,2,156,Partially Recovered,6,Debt Collectors,No
BRW_369,21,Male,Business Owner,207018,2,LN_369,1189752,60,13.38,Personal,0.0,502050.7006244010,8367.51,On-Time,0,0,Partially Recovered,5,Debt Collectors,No
BRW_370,28,Male,Business Owner,53467,0,LN_370,1436665,48,5.31,Personal,0.0,226290.3222171340,4714.38,On-Time,0,0,Fully Recovered,2,Debt Collectors,No
BRW_371,36,Male,Salaried,163697,2,LN_371,840449,24,10.59,Personal,0.0,140271.90293332100,5844.66,On-Time,3,25,Written Off,5,Calls,Yes
BRW_372,34,Male,Salaried,48893,2,LN_372,846883,48,8.63,Personal,0.0,172617.21573236100,3596.19,Delayed,2,53,Fully Recovered,1,Settlement Offer,No
BRW_373,32,Male,Salaried,91329,1,LN_373,1816892,60,6.68,Home,1954586.7277879300,1603794.5350392600,26729.91,Delayed,2,160,Fully Recovered,3,Settlement Offer,No
BRW_374,43,Female,Salaried,46007,1,LN_374,406007,36,6.29,Auto,549593.222451934,213155.21099779900,5920.98,On-Time,3,54,Fully Recovered,0,Legal Notice,No
BRW_375,35,Female,Self-Employed,237374,0,LN_375,846710,36,12.84,Home,1037462.8271938500,627915.1678530940,17442.09,On-Time,0,0,Fully Recovered,0,Legal Notice,No
BRW_376,48,Male,Salaried,185604,1,LN_376,271552,12,11.81,Auto,233641.722364774,123180.98431196200,10265.08,Delayed,3,67,Fully Recovered,0,Debt Collectors,No
BRW_377,54,Female,Salaried,69253,0,LN_377,93764,24,8.3,Auto,55046.14451975070,31208.3959461316,1300.35,Delayed,1,169,Fully Recovered,0,Calls,No
BRW_378,22,Male,Salaried,27323,3,LN_378,173030,72,11.12,Auto,121492.9105479490,71370.19467796060,991.25,Delayed,2,20,Partially Recovered,6,Legal Notice,No
BRW_379,52,Female,Salaried,126335,0,LN_379,968638,36,11.4,Personal,0.0,789211.4787430110,21922.54,On-Time,0,0,Written Off,1,Legal Notice,No
BRW_380,43,Male,Self-Employed,127356,3,LN_380,1947951,72,7.54,Auto,2036563.9542572600,1290896.4383740000,17929.12,Missed,11,40,Partially Recovered,5,Debt Collectors,No
BRW_381,42,Female,Salaried,125944,0,LN_381,1718531,36,13.48,Personal,0.0,1622079.82582175,45057.77,On-Time,3,61,Fully Recovered,1,Debt Collectors,No
BRW_382,45,Female,Salaried,219451,2,LN_382,366462,60,15.15,Personal,0.0,260823.57531014100,4347.06,Delayed,0,0,Partially Recovered,8,Legal Notice,No
BRW_383,42,Female,Salaried,160282,1,LN_383,939855,36,15.29,Home,664531.1351029600,576284.751761527,16007.91,On-Time,1,44,Partially Recovered,0,Legal Notice,No
BRW_384,42,Female,Business Owner,31456,3,LN_384,1464718,36,12.83,Personal,0.0,950860.3701007420,26412.79,Delayed,2,141,Partially Recovered,9,Settlement Offer,No
BRW_385,62,Male,Salaried,46367,0,LN_385,110128,24,11.65,Personal,0.0,104416.13369720000,4350.67,On-Time,3,19,Partially Recovered,8,Calls,No
BRW_386,26,Male,Salaried,69624,1,LN_386,269128,36,5.79,Personal,0.0,217827.0458678500,6050.75,On-Time,0,0,Partially Recovered,8,Settlement Offer,No
BRW_387,35,Female,Self-Employed,156178,0,LN_387,858301,48,8.74,Personal,0.0,104401.25626556600,2175.03,On-Time,2,40,Fully Recovered,2,Legal Notice,No
BRW_388,63,Male,Salaried,249565,1,LN_388,1332116,72,6.21,Business,1390693.2851124900,773594.0319117500,10744.36,On-Time,2,0,Partially Recovered,10,Settlement Offer,No
BRW_389,57,Female,Business Owner,83008,1,LN_389,55039,60,17.53,Personal,0.0,39600.81204980020,660.01,Delayed,0,0,Fully Recovered,0,Settlement Offer,No
BRW_390,53,Male,Self-Employed,140926,0,LN_390,202353,24,6.76,Personal,0.0,156586.5448868390,6524.44,Delayed,2,104,Written Off,6,Legal Notice,No
BRW_391,28,Male,Self-Employed,130395,3,LN_391,162935,12,6.97,Home,119203.08709990600,47548.98008937470,3962.42,Missed,8,115,Fully Recovered,2,Debt Collectors,No
BRW_392,64,Male,Self-Employed,131492,3,LN_392,1633306,24,16.56,Personal,0.0,1438059.9784805700,59919.17,On-Time,2,176,Fully Recovered,3,Legal Notice,No
BRW_393,64,Male,Business Owner,87240,2,LN_393,1958796,48,17.27,Business,2642266.6798342500,1880951.1599827100,39186.48,Delayed,3,152,Fully Recovered,0,Debt Collectors,No
BRW_394,25,Female,Business Owner,79315,1,LN_394,1388306,60,14.96,Personal,0.0,434600.551456641,7243.34,Delayed,2,120,Partially Recovered,4,Legal Notice,No
BRW_395,59,Male,Self-Employed,215321,2,LN_395,103053,72,5.07,Home,92466.5170906279,92165.85366917230,1280.08,On-Time,3,74,Fully Recovered,2,Legal Notice,No
BRW_396,24,Male,Self-Employed,216659,2,LN_396,1280137,12,5.02,Home,954406.9416447030,239745.19189996000,19978.77,On-Time,2,8,Fully Recovered,2,Legal Notice,No
BRW_397,26,Male,Salaried,25756,0,LN_397,1837040,48,9.92,Business,2410795.686161060,275806.117595435,5745.96,Delayed,1,59,Written Off,1,Calls,No
BRW_398,52,Male,Salaried,214083,0,LN_398,136346,48,6.86,Home,114917.72149536400,29491.83342392850,614.41,Missed,3,73,Written Off,9,Debt Collectors,No
BRW_399,50,Female,Salaried,51378,0,LN_399,379231,60,5.24,Auto,231895.0873467890,57630.586576627200,960.51,Delayed,3,180,Fully Recovered,1,Calls,No
BRW_400,55,Male,Salaried,150327,1,LN_400,455841,48,11.03,Personal,0.0,392256.2008775930,8172.0,On-Time,3,72,Fully Recovered,1,Legal Notice,No
BRW_401,60,Male,Salaried,160556,0,LN_401,608685,60,17.26,Personal,0.0,93217.14346162490,1553.62,On-Time,1,179,Partially Recovered,10,Settlement Offer,No
BRW_402,36,Male,Salaried,140703,0,LN_402,1419391,60,9.21,Personal,0.0,488977.0374194650,8149.62,On-Time,2,116,Written Off,7,Calls,No
BRW_403,33,Female,Salaried,71549,1,LN_403,166214,24,13.59,Auto,177917.04320416500,32142.581196021900,1339.27,Delayed,3,18,Fully Recovered,1,Debt Collectors,No
BRW_404,62,Male,Self-Employed,180575,1,LN_404,535001,60,13.48,Personal,0.0,195746.0763649110,3262.43,Delayed,0,0,Partially Recovered,1,Legal Notice,No
BRW_405,50,Female,Business Owner,88794,3,LN_405,903329,24,8.26,Personal,0.0,163957.3939776250,6831.56,On-Time,2,175,Fully Recovered,2,Calls,No
BRW_406,39,Female,Salaried,246804,0,LN_406,1780085,60,13.46,Personal,0.0,1248200.8099389900,20803.35,Delayed,2,59,Partially Recovered,8,Settlement Offer,No
BRW_407,37,Male,Salaried,60113,0,LN_407,1037410,36,7.76,Personal,0.0,228224.1152877560,6339.56,On-Time,1,67,Partially Recovered,5,Calls,No
BRW_408,39,Male,Self-Employed,89069,0,LN_408,1497075,48,6.59,Personal,0.0,1297457.0154827300,27030.35,Missed,6,160,Fully Recovered,0,Debt Collectors,No
BRW_409,48,Male,Salaried,244189,3,LN_409,450826,72,14.12,Business,487597.26402996100,376652.4753714000,5231.28,On-Time,2,150,Fully Recovered,2,Calls,No
BRW_410,46,Male,Self-Employed,151321,0,LN_410,486542,72,6.47,Home,591000.4632205450,54636.48539501710,758.84,On-Time,3,169,Written Off,9,Settlement Offer,Yes
BRW_411,57,Female,Salaried,165273,3,LN_411,1375644,60,17.96,Home,1018278.4219765200,1246544.9279456100,20775.75,On-Time,3,50,Partially Recovered,3,Settlement Offer,No
BRW_412,46,Female,Salaried,140541,2,LN_412,687431,48,7.38,Auto,648777.6754035210,86650.59854288860,1805.22,On-Time,3,108,Fully Recovered,3,Debt Collectors,No
BRW_413,43,Male,Business Owner,204648,3,LN_413,422397,60,12.72,Personal,0.0,133342.79456584500,2222.38,On-Time,1,29,Partially Recovered,8,Settlement Offer,No
BRW_414,29,Male,Salaried,24686,2,LN_414,412441,48,10.35,Personal,0.0,53266.847536122300,1109.73,On-Time,3,139,Partially Recovered,9,Legal Notice,No
BRW_415,32,Male,Self-Employed,68363,0,LN_415,1885877,72,6.64,Personal,0.0,758611.2570265200,10536.27,On-Time,1,57,Fully Recovered,0,Settlement Offer,No
BRW_416,21,Female,Self-Employed,112543,2,LN_416,933520,36,5.36,Personal,0.0,525086.211175468,14585.73,Delayed,0,0,Partially Recovered,9,Legal Notice,No
BRW_417,21,Male,Salaried,146733,3,LN_417,1886022,72,13.1,Home,1475563.1074086700,1540842.9742347000,21400.6,On-Time,2,165,Fully Recovered,2,Calls,No
BRW_418,54,Male,Self-Employed,190915,1,LN_418,584391,72,15.49,Personal,0.0,236201.1386345560,3280.57,On-Time,2,38,Written Off,0,Legal Notice,No
BRW_419,52,Female,Business Owner,110673,2,LN_419,1574314,60,15.95,Personal,0.0,1157027.9404329100,19283.8,On-Time,0,0,Fully Recovered,1,Legal Notice,No
BRW_420,45,Female,Salaried,207035,2,LN_420,1995325,36,11.28,Home,1159191.5135150400,536251.5978108370,14895.88,Delayed,1,68,Fully Recovered,2,Calls,No
BRW_421,60,Male,Self-Employed,57828,0,LN_421,476674,24,15.11,Business,656196.0193789730,369679.09189304500,15403.3,On-Time,2,36,Fully Recovered,2,Settlement Offer,No
BRW_422,21,Female,Salaried,63604,3,LN_422,1058109,72,13.75,Auto,1300278.1999573500,330550.0194138160,4590.97,Missed,3,18,Partially Recovered,5,Legal Notice,No
BRW_423,36,Female,Self-Employed,25526,2,LN_423,132409,24,14.42,Auto,106120.92223988000,30346.855830782500,1264.45,Delayed,1,15,Partially Recovered,5,Settlement Offer,No
BRW_424,59,Male,Self-Employed,83910,2,LN_424,1121824,72,11.4,Auto,1233303.008355620,299378.88834582100,4158.04,On-Time,1,42,Partially Recovered,0,Calls,No
BRW_425,25,Male,Salaried,40592,2,LN_425,1580952,48,13.23,Personal,0.0,417144.9609588240,8690.52,On-Time,0,0,Partially Recovered,2,Debt Collectors,No
BRW_426,42,Male,Business Owner,43982,2,LN_426,748876,36,15.47,Auto,525159.6206029910,420551.2314906910,11681.98,On-Time,0,0,Fully Recovered,1,Settlement Offer,No
BRW_427,49,Male,Business Owner,15207,1,LN_427,1778106,72,10.17,Personal,0.0,1529736.2831065200,21246.34,On-Time,1,78,Written Off,9,Settlement Offer,Yes
BRW_428,23,Female,Self-Employed,247041,3,LN_428,1106600,48,15.48,Home,1538435.8456792,189941.88037991600,3957.12,Delayed,3,152,Fully Recovered,3,Debt Collectors,No
BRW_429,32,Female,Self-Employed,103733,0,LN_429,525430,48,12.7,Home,323090.23999264900,386853.45258339900,8059.45,Missed,9,145,Partially Recovered,1,Debt Collectors,No
BRW_430,46,Male,Self-Employed,245008,0,LN_430,1333440,48,7.16,Personal,0.0,918622.5688435560,19137.97,On-Time,0,0,Fully Recovered,1,Calls,No
BRW_431,36,Male,Salaried,139982,1,LN_431,1970955,36,5.32,Auto,993040.3411243280,1744823.3054920600,48467.31,On-Time,3,73,Partially Recovered,10,Settlement Offer,No
BRW_432,57,Male,Self-Employed,83619,3,LN_432,1273451,60,9.72,Business,1276008.3414191600,407164.0595675730,6786.07,Delayed,3,112,Partially Recovered,0,Settlement Offer,No
BRW_433,42,Male,Salaried,175400,2,LN_433,986800,36,12.11,Personal,0.0,498431.5676953490,13845.32,Delayed,1,31,Partially Recovered,1,Calls,No
BRW_434,49,Female,Salaried,61479,1,LN_434,1452549,72,15.92,Auto,1573296.2368286400,1355583.564228500,18827.55,On-Time,3,119,Fully Recovered,1,Settlement Offer,No
BRW_435,34,Male,Self-Employed,166175,3,LN_435,1977716,72,6.66,Personal,0.0,1372523.245605040,19062.82,On-Time,3,176,Fully Recovered,3,Legal Notice,No
BRW_436,48,Male,Salaried,185963,2,LN_436,1971672,36,15.4,Home,2127365.710998270,887038.6147112860,24639.96,On-Time,3,77,Fully Recovered,3,Legal Notice,No
BRW_437,25,Male,Salaried,156826,1,LN_437,1510049,60,16.22,Home,837340.1815155620,329600.1235863940,5493.34,Delayed,1,179,Partially Recovered,7,Legal Notice,No
BRW_438,50,Female,Salaried,246055,3,LN_438,1242503,48,6.96,Home,1011451.8722275700,417774.8687943570,8703.64,On-Time,1,103,Fully Recovered,2,Settlement Offer,No
BRW_439,25,Male,Salaried,96437,0,LN_439,1183754,36,16.07,Business,1182805.750119210,737589.9317059710,20488.61,On-Time,0,0,Written Off,2,Legal Notice,No
BRW_440,32,Female,Self-Employed,113540,0,LN_440,1097380,72,17.89,Auto,786359.6667236220,819030.8280645610,11375.43,Missed,12,69,Fully Recovered,2,Legal Notice,No
BRW_441,36,Male,Salaried,87982,3,LN_441,937553,12,14.45,Auto,1286909.5168149600,198742.20195528800,16561.85,Delayed,0,0,Fully Recovered,2,Calls,No
BRW_442,46,Female,Self-Employed,117747,0,LN_442,1615116,36,15.2,Personal,0.0,1033088.8154279800,28696.91,Delayed,3,128,Partially Recovered,5,Calls,No
BRW_443,46,Female,Salaried,201994,3,LN_443,856457,48,17.93,Business,502833.8607242710,509862.68469836000,10622.14,On-Time,1,138,Fully Recovered,0,Debt Collectors,No
BRW_444,41,Male,Self-Employed,63231,2,LN_444,1496250,48,12.87,Personal,0.0,841730.2533998750,17536.05,On-Time,1,126,Written Off,0,Debt Collectors,No
BRW_445,59,Male,Salaried,44301,3,LN_445,1162186,48,9.0,Auto,1147524.3747290600,838064.8830817440,17459.69,Missed,12,112,Partially Recovered,2,Debt Collectors,No
BRW_446,56,Female,Salaried,237724,2,LN_446,1693707,60,15.89,Personal,0.0,1445925.5172060200,24098.76,On-Time,3,20,Fully Recovered,1,Debt Collectors,No
BRW_447,53,Female,Self-Employed,208783,1,LN_447,681525,48,12.99,Personal,0.0,266265.48944440400,5547.2,On-Time,0,0,Fully Recovered,0,Calls,No
BRW_448,50,Male,Self-Employed,187395,3,LN_448,1575753,48,12.56,Home,1877377.426874520,1418352.563043520,29549.01,On-Time,1,153,Fully Recovered,0,Calls,No
BRW_449,57,Male,Salaried,33752,1,LN_449,1803767,12,8.3,Personal,0.0,441147.7485789130,36762.31,On-Time,0,0,Fully Recovered,2,Calls,No
BRW_450,43,Female,Salaried,243984,0,LN_450,748787,36,14.83,Personal,0.0,191480.92192342900,5318.91,On-Time,3,10,Partially Recovered,7,Legal Notice,No
BRW_451,30,Male,Salaried,228277,2,LN_451,1585601,24,6.06,Personal,0.0,539254.7457687420,22468.95,Delayed,1,110,Fully Recovered,3,Legal Notice,No
BRW_452,25,Male,Salaried,113452,3,LN_452,1753163,36,17.02,Personal,0.0,363917.68806298700,10108.82,Missed,12,82,Fully Recovered,3,Debt Collectors,No
BRW_453,56,Female,Self-Employed,159467,1,LN_453,1530298,48,9.24,Personal,0.0,470241.14400438200,9796.69,Missed,7,154,Fully Recovered,3,Legal Notice,No
BRW_454,54,Male,Salaried,232029,2,LN_454,1104244,24,6.66,Personal,0.0,216178.49564340000,9007.44,On-Time,2,64,Fully Recovered,3,Settlement Offer,No
BRW_455,51,Male,Salaried,136237,2,LN_455,1321118,36,10.75,Home,1006363.0899074700,1109180.5186606100,30810.57,On-Time,3,6,Fully Recovered,2,Calls,No
BRW_456,30,Male,Salaried,71273,0,LN_456,228267,24,5.55,Personal,0.0,51376.531383885700,2140.69,On-Time,3,23,Partially Recovered,3,Debt Collectors,No
BRW_457,39,Male,Salaried,106878,0,LN_457,1958241,72,13.9,Home,2201534.305058760,1512873.9447722100,21012.14,Delayed,3,58,Partially Recovered,8,Debt Collectors,No
BRW_458,52,Male,Salaried,19895,2,LN_458,205489,72,16.74,Personal,0.0,29410.095523278700,408.47,On-Time,1,172,Partially Recovered,1,Settlement Offer,No
BRW_459,21,Female,Salaried,134968,2,LN_459,394126,48,15.88,Business,523945.2516850140,375865.47034157400,7830.53,Delayed,3,147,Partially Recovered,5,Legal Notice,No
BRW_460,25,Male,Salaried,130700,3,LN_460,1728997,72,6.66,Auto,1193590.558928410,1279533.9920697200,17771.31,Delayed,3,150,Fully Recovered,3,Debt Collectors,No
BRW_461,24,Male,Salaried,91559,2,LN_461,1895759,60,6.64,Personal,0.0,201172.05633595300,3352.87,On-Time,2,5,Partially Recovered,1,Legal Notice,No
BRW_462,36,Male,Self-Employed,25699,3,LN_462,358362,48,15.57,Auto,507878.0057275420,282199.6288122740,5879.16,On-Time,1,172,Fully Recovered,2,Legal Notice,No
BRW_463,44,Male,Salaried,211133,2,LN_463,963081,12,17.02,Auto,1014662.2051950000,541900.3773000770,45158.36,Missed,10,68,Fully Recovered,3,Settlement Offer,No
BRW_464,36,Female,Business Owner,24715,0,LN_464,1892360,60,10.99,Business,1512434.675659160,1516591.5263618300,25276.53,Missed,4,147,Fully Recovered,2,Debt Collectors,No
BRW_465,22,Male,Salaried,34169,3,LN_465,1832988,60,11.49,Home,1706252.0484764000,1045256.1426612700,17420.94,On-Time,3,10,Fully Recovered,0,Legal Notice,No
BRW_466,48,Male,Self-Employed,133413,1,LN_466,1187411,48,9.14,Personal,0.0,803785.0705066890,16745.52,On-Time,1,44,Partially Recovered,3,Legal Notice,No
BRW_467,52,Female,Self-Employed,162235,0,LN_467,1720357,60,16.63,Home,1397259.992615100,1389529.750912400,23158.83,Missed,4,120,Fully Recovered,3,Settlement Offer,No
BRW_468,47,Male,Self-Employed,134264,3,LN_468,865359,48,13.38,Home,1060160.9682487300,402043.41090908400,8375.9,On-Time,3,132,Partially Recovered,9,Settlement Offer,No
BRW_469,40,Male,Self-Employed,20782,3,LN_469,1795030,60,8.75,Home,2326898.5798500600,183878.08915498600,3064.63,On-Time,0,0,Fully Recovered,0,Legal Notice,No
BRW_470,44,Male,Salaried,234249,1,LN_470,151948,72,8.88,Personal,0.0,131427.70314929200,1825.38,On-Time,2,166,Fully Recovered,0,Settlement Offer,No
BRW_471,32,Male,Salaried,139481,3,LN_471,1283770,36,16.59,Auto,1711185.0361369300,568455.0587439970,15790.42,On-Time,1,113,Partially Recovered,3,Legal Notice,No
BRW_472,55,Male,Salaried,230400,2,LN_472,1652357,60,5.18,Business,2455019.5675807500,902911.4035693250,15048.52,On-Time,2,71,Fully Recovered,2,Debt Collectors,No
BRW_473,53,Male,Salaried,50585,1,LN_473,1565331,48,9.2,Personal,0.0,167474.7291565630,3489.06,On-Time,2,46,Fully Recovered,1,Calls,No
BRW_474,53,Female,Salaried,45682,0,LN_474,343851,60,12.21,Personal,0.0,186670.79686580200,3111.18,On-Time,2,149,Fully Recovered,1,Settlement Offer,No
BRW_475,63,Male,Salaried,193936,0,LN_475,1822750,60,6.93,Personal,0.0,1800582.920093380,30009.72,On-Time,0,0,Partially Recovered,4,Calls,No
